# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Wing_Constant_Chord_S12_t2,0,AIPSNMNCMS,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 9.347173333333333858e+02, 0.000000000000000000e+00, 7.675700000000000500e+01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,95,57
# x,y,z,u,w
9.440054054743155802e+02, 0.000000000000000000e+00, 8.649782872140433199e+01, 0.000000000000000000e+00, 2.256365187041080134e+00
9.479920086242582329e+02, 0.000000000000000000e+00, 8.795467580123882101e+01, 0.000000000000000000e+00, 2.330597123145757177e+00
9.529379946507752948e+02, 0.000000000000000000e+00, 8.919837240222717867e+01, 0.000000000000000000e+00, 2.419789530710377612e+00
9.588573108735832875e+02, 0.000000000000000000e+00, 9.007288776319803958e+01, 0.000000000000000000e+00, 2.524430639970880463e+00
9.656743983945391392e+02, 0.000000000000000000e+00, 9.044026911510336220e+01, 0.000000000000000000e+00, 2.643814085646168710e+00
9.732163881489676669e+02, 0.000000000000000000e+00, 9.021743964138460115e+01, 0.000000000000000000e+00, 2.775752366351804223e+00
9.812201209442326899e+02, 0.000000000000000000e+00, 8.934345592978240802e+01, 0.000000000000000000e+00, 2.916536863802474233e+00
9.893583345651778700e+02, 0.000000000000000000e+00, 8.783890872612158773e+01, 0.000000000000000000e+00, 3.061245031465967159e+00
9.972953277243627781e+02, 0.000000000000000000e+00, 8.583374267883638709e+01, 0.000000000000000000e+00, 3.204378524100839343e+00
1.004742261910819366e+03, 0.000000000000000000e+00, 8.352832383897934676e+01, 0.000000000000000000e+00, 3.340672830820342831e+00
1.011490822234575262e+03, 0.000000000000000000e+00, 8.113848096261513376e+01, 0.000000000000000000e+00, 3.465836194920809632e+00
1.017422435309672437e+03, 0.000000000000000000e+00, 7.884610414686336810e+01, 0.000000000000000000e+00, 3.577010352802138637e+00
1.022499233399125274e+03, 0.000000000000000000e+00, 7.677381139328380755e+01, 0.000000000000000000e+00, 3.672873446999243452e+00
1.026746087948623426e+03, 0.000000000000000000e+00, 7.498379987687906123e+01, 0.000000000000000000e+00, 3.753443047889673423e+00
1.030229401617079247e+03, 0.000000000000000000e+00, 7.348841426491485151e+01, 0.000000000000000000e+00, 3.819713422797190727e+00
1.033038493012789786e+03, 0.000000000000000000e+00, 7.226731939463437016e+01, 0.000000000000000000e+00, 3.873261592208037563e+00
1.035272717620230878e+03, 0.000000000000000000e+00, 7.128748891302119262e+01, 0.000000000000000000e+00, 3.915911571308610561e+00
1.037030131205832504e+03, 0.000000000000000000e+00, 7.051191595329312634e+01, 0.000000000000000000e+00, 3.949493601723398140e+00
1.038400424236796653e+03, 0.000000000000000000e+00, 6.990447495520979260e+01, 0.000000000000000000e+00, 3.975697405277181851e+00
1.039461558610614929e+03, 0.000000000000000000e+00, 6.943257025686685324e+01, 0.000000000000000000e+00, 4.000000000000000000e+00
1.039461558610614929e+03, 5.666718527890757251e+00, 6.943257025686685324e+01, 1.111111111111111049e-01, 0.000000000000000000e+00
1.038377762152673768e+03, 5.667100228302603071e+00, 6.944952559865568276e+01, 1.111111111111111049e-01, 2.430259472281824998e-02
1.036978969373749806e+03, 5.667582819973913999e+00, 6.947295736357415308e+01, 1.111111111111111049e-01, 5.050639827660199921e-02
1.035186364934866106e+03, 5.668183469955462073e+00, 6.950573091724686492e+01, 1.111111111111111049e-01, 8.408842869138971610e-02
1.032909811789228343e+03, 5.668914833758669225e+00, 6.955219867512020926e+01, 1.111111111111111049e-01, 1.267384077919622709e-01
1.030051733981224288e+03, 5.669777972336348171e+00, 6.961902028913387142e+01, 1.111111111111111049e-01, 1.802865772028094671e-01
1.026514999543531530e+03, 5.670751123814826045e+00, 6.971634202315985362e+01, 1.111111111111111049e-01, 2.465569521103265771e-01
1.022215868050586323e+03, 5.671776666989267746e+00, 6.985890067483653354e+01, 1.111111111111111049e-01, 3.271265530007564371e-01
1.017101791713138255e+03, 5.672797893313637374e+00, 7.005911117303094215e+01, 1.111111111111111049e-01, 4.229896471978613626e-01
1.011172118456359385e+03, 5.673791744204381260e+00, 7.032057311086920492e+01, 1.111111111111111049e-01, 5.341638050791903680e-01
1.004497180797260853e+03, 5.674785183392459409e+00, 7.063421246772199424e+01, 1.111111111111111049e-01, 6.593271691796573908e-01
9.972285676315300407e+02, 5.675876064476121030e+00, 7.097434704159624630e+01, 1.111111111111111049e-01, 7.956214758991604352e-01
9.895938971884991133e+02, 5.677214798740529922e+00, 7.130187747970953183e+01, 1.111111111111111049e-01, 9.387549685340326189e-01
9.818728644679480340e+02, 5.678967047868351159e+00, 7.157171233876859162e+01, 1.111111111111111049e-01, 1.083463136197525767e+00
9.743586510671425458e+02, 5.681240862920279966e+00, 7.174669656623403569e+01, 1.111111111111111049e-01, 1.224247633648195999e+00
9.673149812821570777e+02, 5.684039832643163592e+00, 7.180783563301343975e+01, 1.111111111111111049e-01, 1.356185914353831290e+00
9.609413699667636592e+02, 5.687152078925160836e+00, 7.177383465547151786e+01, 1.111111111111111049e-01, 1.475569360029119759e+00
9.553548051426849952e+02, 5.689860745709506951e+00, 7.174700131609547782e+01, 1.111111111111111049e-01, 1.580210469289622388e+00
9.505935724835117071e+02, 5.691578249627781361e+00, 7.181522203604845345e+01, 1.111111111111111049e-01, 1.669402876854242823e+00
9.466358725098370996e+02, 5.692064768638991801e+00, 7.201698470632251770e+01, 1.111111111111111049e-01, 1.743634812958920088e+00
9.434206191011371629e+02, 5.691333451887902406e+00, 7.235453422051067207e+01, 1.111111111111111049e-01, 1.804198460601388332e+00
9.408662179221113320e+02, 5.689532281733377772e+00, 7.281076784258394241e+01, 1.111111111111111049e-01, 1.852813419060230116e+00
9.388857806558671655e+02, 5.686861566463418782e+00, 7.336088808648423765e+01, 1.111111111111111049e-01, 1.891330107693332874e+00
9.373965059311519781e+02, 5.683547501263004342e+00, 7.397582175844237895e+01, 1.111111111111111049e-01, 1.921531197332539298e+00
9.363233465922993446e+02, 5.679842150601441375e+00, 7.462196623110278892e+01, 1.111111111111111049e-01, 1.945019934451106325e+00
9.355945875419503182e+02, 5.676041030884081628e+00, 7.525878867497780789e+01, 1.111111111111111049e-01, 1.963172735748708320e+00
9.351347292014362438e+02, 5.672452377831900705e+00, 7.584406048234332332e+01, 1.111111111111111049e-01, 1.977133154841416829e+00
9.348653939413886746e+02, 5.669312252706711242e+00, 7.634687847305565356e+01, 1.111111111111111049e-01, 1.987828994456042331e+00
9.347173333333333858e+02, 5.666718527890757251e+00, 7.675700000000000500e+01, 1.111111111111111049e-01, 2.000000000000000000e+00
9.346183772649312687e+02, 5.663801568906992934e+00, 7.721350755068091587e+01, 1.111111111111111049e-01, 2.012171005543957669e+00
9.345854019964361896e+02, 5.659857914127867318e+00, 7.782364483439469893e+01, 1.111111111111111049e-01, 2.022866845158583171e+00
9.346968622549022712e+02, 5.654686088262551813e+00, 7.861297894018912302e+01, 1.111111111111111049e-01, 2.036827264251291680e+00
9.350516682747055484e+02, 5.648206309273633430e+00, 7.958689011353501996e+01, 1.111111111111111049e-01, 2.054980065548893453e+00
9.357502384048540307e+02, 5.640457013642285133e+00, 8.073243224437501908e+01, 1.111111111111111049e-01, 2.078468802667460480e+00
9.368887493280803938e+02, 5.631525854598089076e+00, 8.202937010237231164e+01, 1.111111111111111049e-01, 2.108669892306667126e+00
9.385684417646393740e+02, 5.621529134516099369e+00, 8.345269868205969033e+01, 1.111111111111111049e-01, 2.147186580939769662e+00
9.409011583477497425e+02, 5.610667541111837409e+00, 8.496366539483115332e+01, 1.111111111111111049e-01, 2.195801539398611890e+00
9.440054054743155802e+02, 5.599305410477839473e+00, 8.649782872140431778e+01, 1.111111111111111049e-01, 2.256365187041080134e+00
9.479920086242582329e+02, 5.588044596965207944e+00, 8.795467580123882101e+01, 1.111111111111111049e-01, 2.330597123145757177e+00
9.529379946507751811e+02, 5.577731456676235489e+00, 8.919837240222717867e+01, 1.111111111111111049e-01, 2.419789530710377612e+00
9.588573108735831738e+02, 5.569372000842172987e+00, 9.007288776319803958e+01, 1.111111111111111049e-01, 2.524430639970880463e+00
9.656743983945391392e+02, 5.563895557459026087e+00, 9.044026911510336220e+01, 1.111111111111111049e-01, 2.643814085646168710e+00
9.732163881489675532e+02, 5.561919564003971139e+00, 9.021743964138458693e+01, 1.111111111111111049e-01, 2.775752366351804223e+00
9.812201209442326899e+02, 5.563958818560406527e+00, 8.934345592978240802e+01, 1.111111111111111049e-01, 2.916536863802474233e+00
9.893583345651777563e+02, 5.570028202546336793e+00, 8.783890872612158773e+01, 1.111111111111111049e-01, 3.061245031465967159e+00
9.972953277243626644e+02, 5.579436929983721427e+00, 8.583374267883638709e+01, 1.111111111111111049e-01, 3.204378524100839343e+00
1.004742261910819366e+03, 5.591016054496107834e+00, 8.352832383897934676e+01, 1.111111111111111049e-01, 3.340672830820342831e+00
1.011490822234575148e+03, 5.603459773762073048e+00, 8.113848096261513376e+01, 1.111111111111111049e-01, 3.465836194920809632e+00
1.017422435309672323e+03, 5.615641767115187477e+00, 7.884610414686336810e+01, 1.111111111111111049e-01, 3.577010352802138637e+00
1.022499233399125160e+03, 5.626783660213839688e+00, 7.677381139328380755e+01, 1.111111111111111049e-01, 3.672873446999243452e+00
1.026746087948623426e+03, 5.636470629302963609e+00, 7.498379987687906123e+01, 1.111111111111111049e-01, 3.753443047889673423e+00
1.030229401617079247e+03, 5.644592455037749978e+00, 7.348841426491485151e+01, 1.111111111111111049e-01, 3.819713422797190727e+00
1.033038493012789786e+03, 5.651240550458293654e+00, 7.226731939463437016e+01, 1.111111111111111049e-01, 3.873261592208037563e+00
1.035272717620230878e+03, 5.656584116342560087e+00, 7.128748891302117840e+01, 1.111111111111111049e-01, 3.915911571308610561e+00
1.037030131205832504e+03, 5.660818769002502471e+00, 7.051191595329312634e+01, 1.111111111111111049e-01, 3.949493601723398140e+00
1.038400424236796653e+03, 5.664138202023626611e+00, 6.990447495520979260e+01, 1.111111111111111049e-01, 3.975697405277181851e+00
1.039461558610614929e+03, 5.666718527890757251e+00, 6.943257025686685324e+01, 1.111111111111111049e-01, 4.000000000000000000e+00
1.039461558610614929e+03, 1.133343705578151450e+01, 6.943257025686685324e+01, 2.222222222222222099e-01, 0.000000000000000000e+00
1.038377762152673768e+03, 1.133420045660520614e+01, 6.944952559865568276e+01, 2.222222222222222099e-01, 2.430259472281824998e-02
1.036978969373749806e+03, 1.133516563994782800e+01, 6.947295736357415308e+01, 2.222222222222222099e-01, 5.050639827660199921e-02
1.035186364934866106e+03, 1.133636693991092415e+01, 6.950573091724686492e+01, 2.222222222222222099e-01, 8.408842869138971610e-02
1.032909811789228343e+03, 1.133782966751733845e+01, 6.955219867512020926e+01, 2.222222222222222099e-01, 1.267384077919622709e-01
1.030051733981224288e+03, 1.133955594467269634e+01, 6.961902028913387142e+01, 2.222222222222222099e-01, 1.802865772028094671e-01
1.026514999543531530e+03, 1.134150224762965209e+01, 6.971634202315985362e+01, 2.222222222222222099e-01, 2.465569521103265771e-01
1.022215868050586323e+03, 1.134355333397853549e+01, 6.985890067483653354e+01, 2.222222222222222099e-01, 3.271265530007564371e-01
1.017101791713138368e+03, 1.134559578662727475e+01, 7.005911117303094215e+01, 2.222222222222222099e-01, 4.229896471978613626e-01
1.011172118456359385e+03, 1.134758348840876252e+01, 7.032057311086920492e+01, 2.222222222222222099e-01, 5.341638050791903680e-01
1.004497180797260967e+03, 1.134957036678491882e+01, 7.063421246772199424e+01, 2.222222222222222099e-01, 6.593271691796573908e-01
9.972285676315301544e+02, 1.135175212895224206e+01, 7.097434704159626051e+01, 2.222222222222222099e-01, 7.956214758991604352e-01
9.895938971884991133e+02, 1.135442959748105984e+01, 7.130187747970953183e+01, 2.222222222222222099e-01, 9.387549685340326189e-01
9.818728644679481476e+02, 1.135793409573670232e+01, 7.157171233876859162e+01, 2.222222222222222099e-01, 1.083463136197525767e+00
9.743586510671426595e+02, 1.136248172584055993e+01, 7.174669656623403569e+01, 2.222222222222222099e-01, 1.224247633648195999e+00
9.673149812821570777e+02, 1.136807966528632718e+01, 7.180783563301343975e+01, 2.222222222222222099e-01, 1.356185914353831290e+00
9.609413699667636592e+02, 1.137430415785032167e+01, 7.177383465547151786e+01, 2.222222222222222099e-01, 1.475569360029119759e+00
9.553548051426849952e+02, 1.137972149141901390e+01, 7.174700131609547782e+01, 2.222222222222222099e-01, 1.580210469289622388e+00
9.505935724835117071e+02, 1.138315649925556272e+01, 7.181522203604845345e+01, 2.222222222222222099e-01, 1.669402876854242823e+00
9.466358725098372133e+02, 1.138412953727798360e+01, 7.201698470632253191e+01, 2.222222222222222099e-01, 1.743634812958920088e+00
9.434206191011371629e+02, 1.138266690377580481e+01, 7.235453422051068628e+01, 2.222222222222222099e-01, 1.804198460601388332e+00
9.408662179221113320e+02, 1.137906456346675554e+01, 7.281076784258395662e+01, 2.222222222222222099e-01, 1.852813419060230116e+00
9.388857806558671655e+02, 1.137372313292683756e+01, 7.336088808648425186e+01, 2.222222222222222099e-01, 1.891330107693332874e+00
9.373965059311519781e+02, 1.136709500252600868e+01, 7.397582175844239316e+01, 2.222222222222222099e-01, 1.921531197332539298e+00
9.363233465922993446e+02, 1.135968430120288275e+01, 7.462196623110280314e+01, 2.222222222222222099e-01, 1.945019934451106325e+00
9.355945875419504318e+02, 1.135208206176816326e+01, 7.525878867497780789e+01, 2.222222222222222099e-01, 1.963172735748708320e+00
9.351347292014363575e+02, 1.134490475566380141e+01, 7.584406048234333753e+01, 2.222222222222222099e-01, 1.977133154841416829e+00
9.348653939413886746e+02, 1.133862450541342248e+01, 7.634687847305566777e+01, 2.222222222222222099e-01, 1.987828994456042331e+00
9.347173333333333858e+02, 1.133343705578151450e+01, 7.675700000000000500e+01, 2.222222222222222099e-01, 2.000000000000000000e+00
9.346183772649312687e+02, 1.132760313781398587e+01, 7.721350755068091587e+01, 2.222222222222222099e-01, 2.012171005543957669e+00
9.345854019964363033e+02, 1.131971582825573464e+01, 7.782364483439469893e+01, 2.222222222222222099e-01, 2.022866845158583171e+00
9.346968622549022712e+02, 1.130937217652510363e+01, 7.861297894018913723e+01, 2.222222222222222099e-01, 2.036827264251291680e+00
9.350516682747056620e+02, 1.129641261854726686e+01, 7.958689011353501996e+01, 2.222222222222222099e-01, 2.054980065548893453e+00
9.357502384048541444e+02, 1.128091402728457027e+01, 8.073243224437501908e+01, 2.222222222222222099e-01, 2.078468802667460480e+00
9.368887493280803938e+02, 1.126305170919617815e+01, 8.202937010237231164e+01, 2.222222222222222099e-01, 2.108669892306667126e+00
9.385684417646393740e+02, 1.124305826903219874e+01, 8.345269868205969033e+01, 2.222222222222222099e-01, 2.147186580939769662e+00
9.409011583477497425e+02, 1.122133508222367482e+01, 8.496366539483115332e+01, 2.222222222222222099e-01, 2.195801539398611890e+00
9.440054054743156939e+02, 1.119861082095567895e+01, 8.649782872140433199e+01, 2.222222222222222099e-01, 2.256365187041080134e+00
9.479920086242582329e+02, 1.117608919393041589e+01, 8.795467580123882101e+01, 2.222222222222222099e-01, 2.330597123145757177e+00
9.529379946507752948e+02, 1.115546291335247098e+01, 8.919837240222717867e+01, 2.222222222222222099e-01, 2.419789530710377612e+00
9.588573108735832875e+02, 1.113874400168434597e+01, 9.007288776319803958e+01, 2.222222222222222099e-01, 2.524430639970880463e+00
9.656743983945391392e+02, 1.112779111491805217e+01, 9.044026911510337641e+01, 2.222222222222222099e-01, 2.643814085646168710e+00
9.732163881489676669e+02, 1.112383912800794228e+01, 9.021743964138460115e+01, 2.222222222222222099e-01, 2.775752366351804223e+00
9.812201209442326899e+02, 1.112791763712081305e+01, 8.934345592978240802e+01, 2.222222222222222099e-01, 2.916536863802474233e+00
9.893583345651777563e+02, 1.114005640509267359e+01, 8.783890872612158773e+01, 2.222222222222222099e-01, 3.061245031465967159e+00
9.972953277243627781e+02, 1.115887385996744285e+01, 8.583374267883638709e+01, 2.222222222222222099e-01, 3.204378524100839343e+00
1.004742261910819366e+03, 1.118203210899221567e+01, 8.352832383897936097e+01, 2.222222222222222099e-01, 3.340672830820342831e+00
1.011490822234575262e+03, 1.120691954752414610e+01, 8.113848096261513376e+01, 2.222222222222222099e-01, 3.465836194920809632e+00
1.017422435309672437e+03, 1.123128353423037495e+01, 7.884610414686336810e+01, 2.222222222222222099e-01, 3.577010352802138637e+00
1.022499233399125274e+03, 1.125356732042767938e+01, 7.677381139328380755e+01, 2.222222222222222099e-01, 3.672873446999243452e+00
1.026746087948623426e+03, 1.127294125860592722e+01, 7.498379987687906123e+01, 2.222222222222222099e-01, 3.753443047889673423e+00
1.030229401617079247e+03, 1.128918491007549996e+01, 7.348841426491485151e+01, 2.222222222222222099e-01, 3.819713422797190727e+00
1.033038493012789786e+03, 1.130248110091658731e+01, 7.226731939463437016e+01, 2.222222222222222099e-01, 3.873261592208037563e+00
1.035272717620230878e+03, 1.131316823268512017e+01, 7.128748891302119262e+01, 2.222222222222222099e-01, 3.915911571308610561e+00
1.037030131205832504e+03, 1.132163753800500494e+01, 7.051191595329312634e+01, 2.222222222222222099e-01, 3.949493601723398140e+00
1.038400424236796653e+03, 1.132827640404725322e+01, 6.990447495520979260e+01, 2.222222222222222099e-01, 3.975697405277181851e+00
1.039461558610614929e+03, 1.133343705578151450e+01, 6.943257025686685324e+01, 2.222222222222222099e-01, 4.000000000000000000e+00
1.039461558610614929e+03, 1.700015558367227086e+01, 6.943257025686685324e+01, 3.333333333333333148e-01, 0.000000000000000000e+00
1.038377762152673768e+03, 1.700130068490781099e+01, 6.944952559865568276e+01, 3.333333333333333148e-01, 2.430259472281824998e-02
1.036978969373749806e+03, 1.700274845992174022e+01, 6.947295736357415308e+01, 3.333333333333333148e-01, 5.050639827660199921e-02
1.035186364934866106e+03, 1.700455040986638622e+01, 6.950573091724686492e+01, 3.333333333333333148e-01, 8.408842869138971610e-02
1.032909811789228570e+03, 1.700674450127600679e+01, 6.955219867512022347e+01, 3.333333333333333148e-01, 1.267384077919622709e-01
1.030051733981224288e+03, 1.700933391700904451e+01, 6.961902028913388563e+01, 3.333333333333333148e-01, 1.802865772028094671e-01
1.026514999543531530e+03, 1.701225337144447991e+01, 6.971634202315985362e+01, 3.333333333333333148e-01, 2.465569521103265771e-01
1.022215868050586437e+03, 1.701533000096780057e+01, 6.985890067483653354e+01, 3.333333333333333148e-01, 3.271265530007564371e-01
1.017101791713138368e+03, 1.701839367994091390e+01, 7.005911117303094215e+01, 3.333333333333333148e-01, 4.229896471978613626e-01
1.011172118456359499e+03, 1.702137523261314556e+01, 7.032057311086920492e+01, 3.333333333333333148e-01, 5.341638050791903680e-01
1.004497180797261080e+03, 1.702435555017737911e+01, 7.063421246772199424e+01, 3.333333333333333148e-01, 6.593271691796573908e-01
9.972285676315302680e+02, 1.702762819342836309e+01, 7.097434704159626051e+01, 3.333333333333333148e-01, 7.956214758991604352e-01
9.895938971884992270e+02, 1.703164439622158710e+01, 7.130187747970953183e+01, 3.333333333333333148e-01, 9.387549685340326189e-01
9.818728644679482613e+02, 1.703690114360505348e+01, 7.157171233876859162e+01, 3.333333333333333148e-01, 1.083463136197525767e+00
9.743586510671427732e+02, 1.704372258876083990e+01, 7.174669656623404990e+01, 3.333333333333333148e-01, 1.224247633648195999e+00
9.673149812821570777e+02, 1.705211949792948900e+01, 7.180783563301343975e+01, 3.333333333333333148e-01, 1.356185914353831290e+00
9.609413699667636592e+02, 1.706145623677548429e+01, 7.177383465547151786e+01, 3.333333333333333148e-01, 1.475569360029119759e+00
9.553548051426851089e+02, 1.706958223712852174e+01, 7.174700131609549203e+01, 3.333333333333333148e-01, 1.580210469289622388e+00
9.505935724835117071e+02, 1.707473474888334408e+01, 7.181522203604845345e+01, 3.333333333333333148e-01, 1.669402876854242823e+00
9.466358725098372133e+02, 1.707619430591697451e+01, 7.201698470632253191e+01, 3.333333333333333148e-01, 1.743634812958920088e+00
9.434206191011371629e+02, 1.707400035566370633e+01, 7.235453422051068628e+01, 3.333333333333333148e-01, 1.804198460601388332e+00
9.408662179221114457e+02, 1.706859684520013332e+01, 7.281076784258397083e+01, 3.333333333333333148e-01, 1.852813419060230116e+00
9.388857806558671655e+02, 1.706058469939025457e+01, 7.336088808648425186e+01, 3.333333333333333148e-01, 1.891330107693332874e+00
9.373965059311519781e+02, 1.705064250378901392e+01, 7.397582175844239316e+01, 3.333333333333333148e-01, 1.921531197332539298e+00
9.363233465922994583e+02, 1.703952645180432413e+01, 7.462196623110281735e+01, 3.333333333333333148e-01, 1.945019934451106325e+00
9.355945875419504318e+02, 1.702812309265224400e+01, 7.525878867497780789e+01, 3.333333333333333148e-01, 1.963172735748708320e+00
9.351347292014363575e+02, 1.701735713349570034e+01, 7.584406048234333753e+01, 3.333333333333333148e-01, 1.977133154841416829e+00
9.348653939413886746e+02, 1.700793675812013106e+01, 7.634687847305568198e+01, 3.333333333333333148e-01, 1.987828994456042331e+00
9.347173333333334995e+02, 1.700015558367227086e+01, 7.675700000000000500e+01, 3.333333333333333148e-01, 2.000000000000000000e+00
9.346183772649313823e+02, 1.699140470672097791e+01, 7.721350755068093008e+01, 3.333333333333333148e-01, 2.012171005543957669e+00
9.345854019964363033e+02, 1.697957374238360018e+01, 7.782364483439471314e+01, 3.333333333333333148e-01, 2.022866845158583171e+00
9.346968622549022712e+02, 1.696405826478765277e+01, 7.861297894018915144e+01, 3.333333333333333148e-01, 2.036827264251291680e+00
9.350516682747056620e+02, 1.694461892782090118e+01, 7.958689011353501996e+01, 3.333333333333333148e-01, 2.054980065548893453e+00
