airfoil,camber,camber_pos,thickness,t_over_c,Re,mach,alpha,CL,CD,CM,Cpmin,Top_Xtr,Bot_Xtr,mach_crit,analysis_confidence
naca0010,0,0,10,0.1,1700000.0,0.43193,12.0,0.7687445084972401,0.03423406518849598,-0.08636300564425453,-6.177770202594787,0.011979369655034997,0.9999260334549522,0.30293883050895853,0.9710219583221369
naca0010,0,0,10,0.1,1700000.0,0.43193,12.5,0.7626395954670777,0.037614198588197756,-0.09267796104007621,-6.442978612601713,0.010614185273655439,0.9999129131743991,0.2973291141453249,0.9695717665111989
naca0010,0,0,10,0.1,1700000.0,0.43193,13.0,0.7661811523230824,0.041078682387889545,-0.09913794790781852,-6.700441912184523,0.009052998684923595,0.9998975469469316,0.29216755459156246,0.967827438268833
naca0010,0,0,10,0.1,1700000.0,0.43193,13.5,0.773931523527863,0.04462306189885328,-0.10480899233779167,-6.943022830254965,0.007433122421476763,0.9998795911765337,0.28753945344744447,0.965889330222497
naca0010,0,0,10,0.1,1700000.0,0.43193,14.0,0.7819079994542633,0.0482769208471258,-0.10886189910307922,-7.162358386984999,0.005908974379309443,0.9998586789154595,0.28353637668548787,0.9639669212177576
naca0010,0,0,10,0.1,1700000.0,0.43193,14.5,0.7874222393741113,0.05214616431940068,-0.11087313704821242,-7.351043743811941,0.004619582062210545,0.9998344391441071,0.2802214510775102,0.962433441547952
naca0010,0,0,10,0.1,1700000.0,0.43193,15.0,0.7890003580377246,0.05646879891185823,-0.11109376065560085,-7.504361340862934,0.0036547257870438994,0.9998065321425429,0.27761063917856893,0.9618107008082153
naca0010,0,0,10,0.1,1700000.0,0.43193,15.5,0.7861105015651592,0.061678078132297635,-0.11043244561024726,-7.6170199423383,0.0030300090079416575,0.9997747087568772,0.27573736512185776,0.9625319626542984
naca0010,0,0,10,0.1,1700000.0,0.43193,16.0,0.778374576567476,0.0684878586499577,-0.11000151005346681,-7.670689386901305,0.002606773838088403,0.9997389024453177,0.27485798908447473,0.9644543524536149
naca0010,0,0,10,0.1,1700000.0,0.43193,16.5,0.7643202986786178,0.07789491310011845,-0.10996880381229672,-7.613141796971787,0.0019011572223366368,0.9996993610625287,0.2758012310450712,0.9664886427962355
naca0010,0,0,10,0.1,1700000.0,0.43193,17.0,0.7418048569486665,0.09096338584416844,-0.10794446675394914,-7.3483039564223995,0.00034318350857106384,0.9996568164914289,0.28026876834491976,0.9665604323334941
naca0010,0,0,10,0.1,1700000.0,0.43193,17.5,0.7175983247806264,0.11102434975912473,-0.09920733885314936,-6.713378147839922,0.00038733071395233244,0.9996126692860476,0.29191516371403237,0.9600243815767513
naca0010,0,0,10,0.1,1700000.0,0.43193,18.0,0.8136486041100194,0.14074693322400295,-0.08867171420845257,-5.618084066794558,0.0004308703473869722,0.999569129652613,0.315887341031551,0.941115001527528
naca0010,0,0,10,0.1,1700000.0,0.43193,18.5,1.0661625181680228,0.16644445816247005,-0.09548766417445938,-4.6025448634368304,0.00047078602587048414,0.9995292139741295,0.3442833810692637,0.9259255563707485
naca0010,0,0,10,0.1,1700000.0,0.43193,19.0,1.0791110565852382,0.18776974298698798,-0.12082681139259394,-3.9913260157452295,0.0005035209735508682,0.9994964790264491,0.365540146720561,0.9132088847258322
naca0010,0,0,10,0.1,1700000.0,0.43193,19.5,1.048475710653913,0.21381576640601524,-0.1410488177155448,-3.423623738080248,0.0005255653923981678,0.9994744346076018,0.3892668591703622,0.8760730321476485
naca0010,0,0,10,0.1,1700000.0,0.43193,20.0,1.0144271869870238,0.243903080421883,-0.1607024777315761,-2.833909929613283,0.0005342647006284229,0.9994657352993715,0.41958460975044953,0.7944827052135736
naca0010,0,0,10,0.1,3000000.0,0.43193,-8.0,-0.9698606617648483,0.010780020475163146,0.024936151777707184,-3.929472467274724,0.9999804744292129,0.014897647419386328,0.3679168241190138,0.9641079464768139
naca0010,0,0,10,0.1,3000000.0,0.43193,-7.5,-0.9138154498781996,0.009510254181203806,0.015642107300641844,-3.6262496428281294,0.9997322126056534,0.017153517504344216,0.3802771350152344,0.9618302470080253
naca0010,0,0,10,0.1,3000000.0,0.43193,-7.0,-0.853707199822875,0.00862801321993179,0.008657181823943984,-3.3191407011944825,0.9943581512195533,0.02053049029634958,0.3941591943399053,0.9592064059677596
naca0010,0,0,10,0.1,3000000.0,0.43193,-6.5,-0.791716836346456,0.0080348594319335,0.003710710328822411,-3.0082875334513055,0.9892056612087284,0.025356866968134214,0.4098879306745981,0.9562712658127305
naca0010,0,0,10,0.1,3000000.0,0.43193,-6.0,-0.7287626719957818,0.0075963984632788995,0.00042753442240356203,-2.6967239748400464,0.984165242243173,0.03189845986073499,0.4277204349500268,0.953183674091354
naca0010,0,0,10,0.1,3000000.0,0.43193,-5.5,-0.6654974672485877,0.007208953991190492,-0.0015690832602446765,-2.390082468947837,0.9787471293639176,0.04013435407945582,0.44778460338715725,0.9502997764289618
naca0010,0,0,10,0.1,3000000.0,0.43193,-5.0,-0.6026688548929158,0.006855927964777977,-0.002574724717168059,-2.095859504589296,0.9719945501869575,0.05000388506546298,0.47000158534227476,0.9480925299453123
naca0010,0,0,10,0.1,3000000.0,0.43193,-4.5,-0.5410617979337498,0.0065330995751322896,-0.0027871061960534796,-1.8228685194365137,0.9621612668321368,0.062279943106414014,0.493947821089824,0.9468988490130301
naca0010,0,0,10,0.1,3000000.0,0.43193,-4.0,-0.481199270539797,0.006221721496984,-0.0023835909209411347,-1.5797547321198482,0.9460405909150413,0.08058184318635483,0.5187651519462555,0.9467447001790341
naca0010,0,0,10,0.1,3000000.0,0.43193,-3.5,-0.4229739245329417,0.005890815627207247,-0.0015782298995600202,-1.365732910263213,0.9184172594562365,0.11403621402203062,0.5441389564534425,0.947589739483922
naca0010,0,0,10,0.1,3000000.0,0.43193,-3.0,-0.36492094682908044,0.005551873184397134,-0.0006821426410565673,-1.159029383775396,0.8739612361701867,0.1686516355442649,0.5727280757105582,0.9489852724726874
naca0010,0,0,10,0.1,3000000.0,0.43193,-2.5,-0.3050226247491108,0.005284067503047989,-0.000193675240383689,-0.9562692632639618,0.8147058766959593,0.23036790590569173,0.6059377208526007,0.949334472969186
naca0010,0,0,10,0.1,3000000.0,0.43193,-2.0,-0.2436432045970161,0.005077034874188025,9.094549321940692e-05,-0.8071619448596953,0.755457239615494,0.29142361652897697,0.6346995064122615,0.9497266347623586
naca0010,0,0,10,0.1,3000000.0,0.43193,-1.5,-0.18197501093383192,0.00489340499185425,0.0003571151551388585,-0.6901422284654073,0.7059700088966898,0.35309399114032475,0.6606469815811954,0.9517012571084158
naca0010,0,0,10,0.1,3000000.0,0.43193,-1.0,-0.12083810478134904,0.0047688049633557265,0.00035483555662604345,-0.5817049850178939,0.6573624704390137,0.41912107255261216,0.6880824667882915,0.953347994271239
naca0010,0,0,10,0.1,3000000.0,0.43193,-0.5,-0.06024088818727169,0.004732156255661652,0.0002015899309074899,-0.4815858355685036,0.6002714805472057,0.4811567497712208,0.7171102881582014,0.9534900986084659
naca0010,0,0,10,0.1,3000000.0,0.43193,0.0,-3.8027218159884195e-16,0.004733708213369415,2.2208013749172517e-16,-0.40714499932342535,0.5394841385070204,0.5394841385070202,0.741616752254647,0.9533194986690252
naca0010,0,0,10,0.1,3000000.0,0.43193,0.5,0.060240888187270934,0.004732156255661643,-0.000201589930907137,-0.48158583556850504,0.4811567497712216,0.6002714805472068,0.717110288158201,0.9534900986084659
naca0010,0,0,10,0.1,3000000.0,0.43193,1.0,0.12083810478134838,0.004768804963355719,-0.0003548355566256267,-0.5817049850178976,0.41912107255261416,0.6573624704390152,0.6880824667882905,0.9533479942712391
naca0010,0,0,10,0.1,3000000.0,0.43193,1.5,0.18197501093383128,0.004893404991854237,-0.00035711515513876113,-0.6901422284654043,0.3530939911403264,0.7059700088966914,0.6606469815811961,0.9517012571084161
naca0010,0,0,10,0.1,3000000.0,0.43193,2.0,0.2436432045970162,0.005077034874188007,-9.09454932191818e-05,-0.8071619448596944,0.2914236165289783,0.7554572396154963,0.6346995064122616,0.9497266347623586
naca0010,0,0,10,0.1,3000000.0,0.43193,2.5,0.3050226247491087,0.005284067503047979,0.00019367524038415754,-0.9562692632639586,0.2303679059056926,0.8147058766959642,0.6059377208526012,0.9493344729691859
naca0010,0,0,10,0.1,3000000.0,0.43193,3.0,0.36492094682907905,0.005551873184397125,0.000682142641056838,-1.159029383775391,0.16865163554426563,0.8739612361701906,0.572728075710559,0.9489852724726872
naca0010,0,0,10,0.1,3000000.0,0.43193,3.5,0.42297392453294036,0.005890815627207242,0.0015782298995603702,-1.3657329102632074,0.11403621402203107,0.9184172594562381,0.5441389564534432,0.947589739483922
naca0010,0,0,10,0.1,3000000.0,0.43193,4.0,0.4811992705397958,0.006221721496983978,0.0023835909209413758,-1.57975473211984,0.08058184318635503,0.9460405909150421,0.5187651519462564,0.9467447001790339
naca0010,0,0,10,0.1,3000000.0,0.43193,4.5,0.5410617979337474,0.0065330995751322835,0.00278710619605388,-1.8228685194365062,0.06227994310641393,0.9621612668321359,0.4939478210898247,0.9468988490130303
naca0010,0,0,10,0.1,3000000.0,0.43193,5.0,0.6026688548929133,0.006855927964777983,0.0025747247171683607,-2.0958595045892907,0.05000388506546315,0.9719945501869581,0.4700015853422752,0.9480925299453121
naca0010,0,0,10,0.1,3000000.0,0.43193,5.5,0.6654974672485866,0.007208953991190492,0.0015690832602450228,-2.3900824689478317,0.04013435407945596,0.9787471293639182,0.4477846033871576,0.9502997764289616
naca0010,0,0,10,0.1,3000000.0,0.43193,6.0,0.7287626719957803,0.0075963984632788925,-0.00042753442240315784,-2.696723974840042,0.031898459860734904,0.9841652422431721,0.4277204349500271,0.953183674091354
naca0010,0,0,10,0.1,3000000.0,0.43193,6.5,0.7917168363464542,0.008034859431933498,-0.0037107103288218633,-3.0082875334512957,0.025356866968134075,0.9892056612087288,0.4098879306745986,0.9562712658127305
naca0010,0,0,10,0.1,3000000.0,0.43193,7.0,0.8537071998228738,0.008628013219931781,-0.008657181823943575,-3.3191407011944802,0.020530490296349773,0.9943581512195527,0.3941591943399054,0.9592064059677594
naca0010,0,0,10,0.1,3000000.0,0.43193,7.5,0.9138154498781984,0.009510254181203782,-0.015642107300641358,-3.6262496428281294,0.01715351750434416,0.9997322126056531,0.3802771350152344,0.9618302470080251
naca0010,0,0,10,0.1,3000000.0,0.43193,8.0,0.9698606617648471,0.010780020475163148,-0.024936151777706878,-3.929472467274728,0.014897647419386383,0.9999804744292129,0.36791682411901366,0.9641079464768141
naca0010,0,0,10,0.1,3000000.0,0.43193,8.5,1.016393033005282,0.012525140659532339,-0.03647966067455701,-4.229783900772542,0.013743171740372062,0.9999768619480971,0.3567896939909547,0.9660580521433623
naca0010,0,0,10,0.1,3000000.0,0.43193,9.0,1.042424161737298,0.014730722869749774,-0.04938751800549739,-4.5258405395752535,0.013547024591191451,0.999972615129856,0.3467498601398843,0.9677225730168095
naca0010,0,0,10,0.1,3000000.0,0.43193,9.5,1.0338750737497764,0.0172157801787427,-0.061646462656454015,-4.814705673374082,0.013665376064856915,0.9999676225701153,0.3377245939742962,0.9691305800036045
naca0010,0,0,10,0.1,3000000.0,0.43193,10.0,0.9853757501732019,0.019874609184164466,-0.07109588833249446,-5.0974942240568195,0.01356640308514994,0.9999617533830767,0.3295347780611331,0.9703250053680373
naca0010,0,0,10,0.1,3000000.0,0.43193,10.5,0.9121915270823944,0.022672619647542025,-0.07722247602433781,-5.378905805236553,0.013054579629840165,0.9999548541326648,0.3219450278042802,0.9713448026660638
naca0010,0,0,10,0.1,3000000.0,0.43193,11.0,0.842903007514536,0.025596197543386587,-0.08168631434351384,-5.662443194503842,0.012113958832650245,0.9999467455164647,0.3148006476815496,0.9721764204957652
naca0010,0,0,10,0.1,3000000.0,0.43193,11.5,0.7966005941054141,0.02863097349618638,-0.08662155794864453,-5.949275448784817,0.010792127612272587,0.9999372189622427,0.3080321563150788,0.9727778741548576
naca0010,0,0,10,0.1,3000000.0,0.43193,12.0,0.775062392021785,0.031760028404290055,-0.09299400260020528,-6.2388131355852625,0.0091530491194884,0.9999260334549522,0.3016198825647677,0.973109982288767
naca0010,0,0,10,0.1,3000000.0,0.43193,12.5,0.771572527007362,0.03496537181799658,-0.10063646387074401,-6.52905190987194,0.007264925487016705,0.9999129131743991,0.2955736104228563,0.9731462176239684
naca0010,0,0,10,0.1,3000000.0,0.43193,13.0,0.7789071876750951,0.03822964557190453,-0.10890569512369971,-6.816588991675737,0.005204974906442851,0.9998975469469316,0.28992433135837326,0.9728725086672758
naca0010,0,0,10,0.1,3000000.0,0.43193,13.5,0.791776565045354,0.04153855596829959,-0.11707712174798468,-7.096466061358333,0.0030655658560704555,0.9998795911765337,0.28472161152623005,0.9722893328853367
naca0010,0,0,10,0.1,3000000.0,0.43193,14.0,0.8065885599184691,0.04488525300565245,-0.12444938229439662,-7.361961777718196,0.0009518272382491718,0.9998586789154595,0.2800331263152546,0.9714249417202512
naca0010,0,0,10,0.1,3000000.0,0.43193,14.5,0.8207106831993309,0.0482784360952138,-0.13033821570470452,-7.604423323413812,0.00016556085589296128,0.9998344391441071,0.2759449679353512,0.9703586319751718
naca0010,0,0,10,0.1,3000000.0,0.43193,15.0,0.8319909229682911,0.051758454320446214,-0.13411418584649779,-7.813445112726206,0.00019346785745700897,0.9998065321425429,0.272558649954896,0.9692425894881953
naca0010,0,0,10,0.1,3000000.0,0.43193,15.5,0.8387000118049398,0.05542836044340346,-0.13537890599745678,-7.978037102154684,0.0002252912431227962,0.9997747087568772,0.26997680283475683,0.9683153709617159
naca0010,0,0,10,0.1,3000000.0,0.43193,16.0,0.8397252200726528,0.05950009398110917,-0.13419771389732613,-8.088431478508168,0.00026109755468228856,0.9997389024453177,0.2682850247909065,0.9678984105194998
naca0010,0,0,10,0.1,3000000.0,0.43193,16.5,0.8346335258208226,0.06434649229172161,-0.13113998966813867,-8.13589771486785,0.0003006389374713707,0.9996993610625287,0.267567166597147,0.9683280010786295
naca0010,0,0,10,0.1,3000000.0,0.43193,17.0,0.8233752060654906,0.07057308971809476,-0.12702474251679555,-8.107452938585839,0.00034318350857106384,0.9996568164914289,0.26799667105682023,0.9697472993722633
naca0010,0,0,10,0.1,3000000.0,0.43193,17.5,0.8056655031163946,0.07915173988891254,-0.12242923368518271,-7.974204979024154,0.00038733071395233244,0.9996126692860476,0.27003609627085196,0.9717876550600805
naca0010,0,0,10,0.1,3000000.0,0.43193,18.0,0.7803926523251548,0.09146751097079245,-0.116629821087861,-7.67550006613569,0.0004308703473869722,0.999569129652613,0.2747795697765162,0.973400466204537
naca0010,0,0,10,0.1,3000000.0,0.43193,18.5,0.74864813354708,0.10918265733426755,-0.10622566348707575,-7.110497361851962,0.00047078602587048414,0.9995292139741295,0.2844679966826289,0.9728072395905084
naca0010,0,0,10,0.1,3000000.0,0.43193,19.0,0.7681279094248632,0.13951010858158075,-0.08815009660518075,-6.043597657100927,0.0005035209735508682,0.9994964790264491,0.30589904147226155,0.9651308347792313
naca0010,0,0,10,0.1,3000000.0,0.43193,19.5,1.123563238308521,0.19059783255630813,-0.1271772270767755,-4.462561302136638,0.0005255653923981678,0.9994744346076018,0.3488248351967181,0.9450422479465754
naca0010,0,0,10,0.1,3000000.0,0.43193,20.0,1.0640587549423908,0.22989383925817305,-0.15772389293098052,-3.407398259169684,0.0005342647006284229,0.9994657352993715,0.3900146398048749,0.9371762818645901
naca0010,0,0,10,0.1,5000000.0,0.43193,-8.0,-0.9684855488245854,0.009674759953692904,0.02321551561194759,-3.9000033848330196,0.99435658442471,0.013880157718320747,0.3690655481259843,0.9600754541521511
naca0010,0,0,10,0.1,5000000.0,0.43193,-7.5,-0.9116871697159946,0.008527459135801399,0.014395880249608672,-3.604938571909367,0.9899164373805033,0.015293664476766455,0.3811933968355814,0.9582683022510872
naca0010,0,0,10,0.1,5000000.0,0.43193,-7.0,-0.8520554631161652,0.0077467560759437535,0.008010103830578414,-3.309439185197035,0.9849285986511207,0.017781548171101808,0.3946229015219351,0.9563966244340457
naca0010,0,0,10,0.1,5000000.0,0.43193,-6.5,-0.7914973823065768,0.007236744400318222,0.003725084531207311,-3.0122183852242146,0.9790586366001007,0.021596016447389114,0.4096770756153927,0.9544636536415608
naca0010,0,0,10,0.1,5000000.0,0.43193,-6.0,-0.7307585252079032,0.006878405686248216,0.001175967642732241,-2.714821946484769,0.9715381289597753,0.02697379919215668,0.42661973954377447,0.9525447102793667
naca0010,0,0,10,0.1,5000000.0,0.43193,-5.5,-0.6701822863342112,0.0065759623544906715,-2.2599276518678497e-05,-2.42099892431075,0.9608084386437401,0.034006269627042444,0.4456311518049868,0.9508967620996103
naca0010,0,0,10,0.1,5000000.0,0.43193,-5.0,-0.609810933913778,0.006308864314001235,-0.0002902475932456,-2.1353926443048636,0.9440335862062588,0.04259111197217732,0.46681984311800695,0.9500063694961787
naca0010,0,0,10,0.1,5000000.0,0.43193,-4.5,-0.5493786057743738,0.0060740154467780125,-6.882505441056682e-05,-1.862954887638307,0.9166835171327321,0.052733530949065285,0.4901961132028799,0.950451875693155
naca0010,0,0,10,0.1,5000000.0,0.43193,-4.0,-0.48858908806739043,0.005864070062383253,0.00024360852015651002,-1.609587151876578,0.8741000783349925,0.06537805872981234,0.5155113302558956,0.9525203117369816
naca0010,0,0,10,0.1,5000000.0,0.43193,-3.5,-0.42761638428523596,0.00566267461229999,0.00042073184858371044,-1.3820547225295536,0.8179969425804529,0.08419364315019152,0.5420665639355773,0.9556831059793955
naca0010,0,0,10,0.1,5000000.0,0.43193,-3.0,-0.36706908681020256,0.00544715157199548,0.0005265200575397718,-1.1792515032300581,0.7612149248740001,0.11733759768882446,0.5697213328821212,0.958655134366856
naca0010,0,0,10,0.1,5000000.0,0.43193,-2.5,-0.3067060036672664,0.0052344070660809644,0.0006763032121508476,-0.9834155900183642,0.7136463168492188,0.16848605399948635,0.601134935120438,0.9599583898064885
naca0010,0,0,10,0.1,5000000.0,0.43193,-2.0,-0.245512172069216,0.005091667800776412,0.0006628174494874718,-0.8105897414051422,0.6683884757121283,0.2244127477616595,0.633988266211426,0.9583904215569039
naca0010,0,0,10,0.1,5000000.0,0.43193,-1.5,-0.18368394447472164,0.00501069798471573,0.0006393121298266598,-0.6943840003095619,0.6159656158238542,0.27910683723407215,0.6596453301195804,0.9557846862015796
naca0010,0,0,10,0.1,5000000.0,0.43193,-1.0,-0.12183951072230759,0.004940327664516798,0.0006863997780926166,-0.5796070166517989,0.5585114295342208,0.33382505672446117,0.688651100646881,0.9554737688314346
naca0010,0,0,10,0.1,5000000.0,0.43193,-0.5,-0.060593835361259514,0.004872850868857002,0.0004534715923747617,-0.4768232514110891,0.5030493897933481,0.3904428809818859,0.7185962797158878,0.9572413326907884
naca0010,0,0,10,0.1,5000000.0,0.43193,0.0,-3.3463951980698096e-16,0.004840662371243419,1.2777220836200973e-16,-0.399665083674709,0.4489099540410682,0.4489099540410671,0.7442423441003384,0.9581254345059326
naca0010,0,0,10,0.1,5000000.0,0.43193,0.5,0.06059383536125743,0.004872850868856989,-0.00045347159237439053,-0.47682325141108445,0.3904428809818873,0.5030493897933475,0.7185962797158892,0.9572413326907881
