# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Wing(W4b2_w3),0,KBDPXKPDGL,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 9.347173333333333858e+02, 0.000000000000000000e+00, 7.675700000000000500e+01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,27,57
# x,y,z,u,w
9.551335413558750815e+02, 2.500000000000001776e+01, 6.818778761673955557e+01, 5.000000000000000000e-01, 1.669402876854242823e+00
9.499176402083171524e+02, 2.500000000000000000e+01, 6.913733708269992917e+01, 5.000000000000000000e-01, 1.743634812958920088e+00
9.456985878340709633e+02, 2.500000000000002132e+01, 7.009025868150168037e+01, 5.000000000000000000e-01, 1.804198460601388332e+00
9.423579884999887781e+02, 2.499999999999997868e+01, 7.103572889749652575e+01, 5.000000000000000000e-01, 1.852813419060230116e+00
9.397703438779653879e+02, 2.499999999999999289e+01, 7.196792889244017033e+01, 5.000000000000000000e-01, 1.891330107693332874e+00
9.378044098265709181e+02, 2.500000000000000355e+01, 7.285485949192509736e+01, 5.000000000000000000e-01, 1.921531197332539298e+00
9.363531398783732129e+02, 2.499999999999998934e+01, 7.369579788760685801e+01, 5.000000000000000000e-01, 1.945019934451106325e+00
9.353903641775686992e+02, 2.500000000000002132e+01, 7.455851521955892736e+01, 5.000000000000000000e-01, 1.963172735748708320e+00
9.349104240094212628e+02, 2.500000000000003908e+01, 7.542922270461802725e+01, 5.000000000000000000e-01, 1.977133154841416829e+00
9.347466499182867210e+02, 2.500000000000003908e+01, 7.617424777660210111e+01, 5.000000000000000000e-01, 1.987828994456042331e+00
9.347173333333333858e+02, 2.500000000000003908e+01, 7.675700000000000500e+01, 5.000000000000000000e-01, 2.000000000000000000e+00
9.347545593690232408e+02, 2.500000000000004619e+01, 7.735415916060514974e+01, 5.000000000000000000e-01, 2.012171005543957669e+00
9.348941259933324091e+02, 2.500000000000003908e+01, 7.812459545461297239e+01, 5.000000000000000000e-01, 2.022866845158583171e+00
9.352225294453810420e+02, 2.500000000000003908e+01, 7.909236354933690905e+01, 5.000000000000000000e-01, 2.036827264251291680e+00
9.358787967591076722e+02, 2.499999999999998934e+01, 8.024654939962792355e+01, 5.000000000000000000e-01, 2.054980065548893453e+00
9.370130988532475840e+02, 2.499999999999999645e+01, 8.153753250518407469e+01, 5.000000000000000000e-01, 2.078468802667460480e+00
9.387442405351957859e+02, 2.500000000000000711e+01, 8.291181847735541055e+01, 5.000000000000000000e-01, 2.108669892306667126e+00
9.411993086724634168e+02, 2.500000000000000000e+01, 8.429719512618518706e+01, 5.000000000000000000e-01, 2.147186580939769662e+00
9.445094299309898815e+02, 2.500000000000000000e+01, 8.560476927707789230e+01, 5.000000000000000000e-01, 2.195801539398611890e+00
9.487757728427178563e+02, 2.499999999999995026e+01, 8.681523102727358321e+01, 5.000000000000000000e-01, 2.256365187041080134e+00
9.540987892617312127e+02, 2.499999999999999645e+01, 8.791852375305462886e+01, 5.000000000000000000e-01, 2.330597123145757177e+00
9.605611916409563946e+02, 2.500000000000002132e+01, 8.886924596078264926e+01, 5.000000000000000000e-01, 2.419789530710377612e+00
9.681894829828347611e+02, 2.500000000000001421e+01, 8.960304823727580015e+01, 5.000000000000000000e-01, 2.524430639970880463e+00
9.769214281990559812e+02, 2.500000000000002132e+01, 9.004919765433531609e+01, 5.000000000000000000e-01, 2.643814085646168710e+00
9.865838574833111352e+02, 2.500000000000002842e+01, 9.013340628470263027e+01, 5.000000000000000000e-01, 2.775752366351804223e+00
9.968886252698480348e+02, 2.499999999999999645e+01, 8.978467220360178658e+01, 5.000000000000000000e-01, 2.916536863802474233e+00
1.007453597011162856e+03, 2.499999999999999645e+01, 8.895096766684656586e+01, 5.000000000000000000e-01, 3.061245031465967159e+00
1.017841310549586865e+03, 2.500000000000000000e+01, 8.754981821379718099e+01, 5.000000000000000000e-01, 3.204378524100839343e+00
1.027626425944364883e+03, 2.499999999999999289e+01, 8.558163853814335198e+01, 5.000000000000000000e-01, 3.340672830820342831e+00
1.036509794748962804e+03, 2.500000000000001066e+01, 8.332025856508376194e+01, 5.000000000000000000e-01, 3.465836194920809632e+00
1.044334251244523102e+03, 2.499999999999997868e+01, 8.106679330022831209e+01, 5.000000000000000000e-01, 3.577010352802138637e+00
1.051046901944867386e+03, 2.499999999999997158e+01, 7.900817612132577494e+01, 5.000000000000000000e-01, 3.672873446999243452e+00
1.056673603890478034e+03, 2.500000000000001066e+01, 7.722958261833754534e+01, 5.000000000000000000e-01, 3.753443047889673423e+00
1.061296051812552150e+03, 2.500000000000001421e+01, 7.574891265969112908e+01, 5.000000000000000000e-01, 3.819713422797190727e+00
1.065029466176200458e+03, 2.499999999999999289e+01, 7.454737427882798784e+01, 5.000000000000000000e-01, 3.873261592208037563e+00
1.068002815695395384e+03, 2.500000000000000355e+01, 7.358964199404140061e+01, 5.000000000000000000e-01, 3.915911571308610561e+00
1.070344242326219728e+03, 2.500000000000002842e+01, 7.283631419955055719e+01, 5.000000000000000000e-01, 3.949493601723398140e+00
1.072171840982079857e+03, 2.499999999999998934e+01, 7.224995347435674375e+01, 5.000000000000000000e-01, 3.975697405277181851e+00
1.073524280937669346e+03, 2.499999999999998934e+01, 7.163867580246163413e+01, 5.000000000000000000e-01, 4.000000000000000000e+00
1.073524437397468546e+03, 5.000000000000000000e+01, 7.164291541439953903e+01, 1.000000000000000000e+00, 0.000000000000000000e+00
1.072077327176407152e+03, 4.999999999999999289e+01, 7.171289054621337300e+01, 1.000000000000000000e+00, 2.430259472281824998e-02
1.070213042771638356e+03, 5.000000000000004263e+01, 7.187502729560335979e+01, 1.000000000000000000e+00, 5.050639827660199921e-02
1.067816641056114804e+03, 5.000000000000001421e+01, 7.197373291323613387e+01, 1.000000000000000000e+00, 8.408842869138971610e-02
1.064770674569190987e+03, 5.000000000000000711e+01, 7.200614817300250081e+01, 1.000000000000000000e+00, 1.267384077919622709e-01
1.060946620779785917e+03, 4.999999999999999289e+01, 7.194781626377135808e+01, 1.000000000000000000e+00, 1.802865772028094671e-01
1.056218846768588946e+03, 4.999999999999997158e+01, 7.172585954104778239e+01, 1.000000000000000000e+00, 2.465569521103265771e-01
1.050490334270343965e+03, 4.999999999999996447e+01, 7.118391249074178972e+01, 1.000000000000000000e+00, 3.271265530007564371e-01
1.043701580447017022e+03, 5.000000000000000711e+01, 7.029512240419180102e+01, 1.000000000000000000e+00, 4.229896471978613626e-01
1.035848335416117834e+03, 5.000000000000003553e+01, 6.912190237551344296e+01, 1.000000000000000000e+00, 5.341638050791903680e-01
1.027013253107385708e+03, 5.000000000000003553e+01, 6.775894949920579791e+01, 1.000000000000000000e+00, 6.593271691796573908e-01
1.017365452223979446e+03, 4.999999999999997158e+01, 6.646624154429716214e+01, 1.000000000000000000e+00, 7.956214758991604352e-01
1.007175923096686574e+03, 5.000000000000000711e+01, 6.565751518686678878e+01, 1.000000000000000000e+00, 9.387549685340326189e-01
9.968447515160755756e+02, 5.000000000000000000e+01, 6.538398992366401785e+01, 1.000000000000000000e+00, 1.083463136197525767e+00
9.867904379732551661e+02, 4.999999999999997868e+01, 6.549306624464452398e+01, 1.000000000000000000e+00, 1.224247633648195999e+00
9.773752736387544928e+02, 5.000000000000001421e+01, 6.588128420682927811e+01, 1.000000000000000000e+00, 1.356185914353831290e+00
9.688707891696024035e+02, 4.999999999999997158e+01, 6.649283021287109818e+01, 1.000000000000000000e+00, 1.475569360029119759e+00
9.614392098325424740e+02, 5.000000000000002132e+01, 6.728307436859068957e+01, 1.000000000000000000e+00, 1.580210469289622388e+00
9.551338031066045460e+02, 5.000000000000001421e+01, 6.818841118629855202e+01, 1.000000000000000000e+00, 1.669402876854242823e+00
9.499178729518444015e+02, 5.000000000000004263e+01, 6.913780134251904030e+01, 1.000000000000000000e+00, 1.743634812958920088e+00
9.456987914683297731e+02, 4.999999999999998579e+01, 7.009059407859544422e+01, 1.000000000000000000e+00, 1.804198460601388332e+00
9.423581632533885113e+02, 5.000000000000002842e+01, 7.103596226267774227e+01, 1.000000000000000000e+00, 1.852813419060230116e+00
9.397704901565239197e+02, 5.000000000000000000e+01, 7.196808322338813468e+01, 1.000000000000000000e+00, 1.891330107693332874e+00
9.378045290135436289e+02, 5.000000000000002132e+01, 7.285495377766527270e+01, 1.000000000000000000e+00, 1.921531197332539298e+00
9.363532333789917175e+02, 4.999999999999997868e+01, 7.369584784761599394e+01, 1.000000000000000000e+00, 1.945019934451106325e+00
9.353904313270891180e+02, 5.000000000000000000e+01, 7.455853577406412569e+01, 1.000000000000000000e+00, 1.963172735748708320e+00
9.349104645642487412e+02, 5.000000000000004263e+01, 7.542922860099811544e+01, 1.000000000000000000e+00, 1.977133154841416829e+00
9.347466677174668348e+02, 4.999999999999997158e+01, 7.617424867148254464e+01, 1.000000000000000000e+00, 1.987828994456042331e+00
9.347173333333333858e+02, 5.000000000000002132e+01, 7.675700000000000500e+01, 1.000000000000000000e+00, 2.000000000000000000e+00
9.347545411298702902e+02, 4.999999999999995026e+01, 7.735416029816673245e+01, 1.000000000000000000e+00, 2.012171005543957669e+00
9.348940842226736549e+02, 4.999999999999996447e+01, 7.812460085571299828e+01, 1.000000000000000000e+00, 2.022866845158583171e+00
9.352224581162358845e+02, 4.999999999999997868e+01, 7.909237898185182303e+01, 1.000000000000000000e+00, 2.036827264251291680e+00
9.358786901779758409e+02, 4.999999999999997158e+01, 8.024658487776287075e+01, 1.000000000000000000e+00, 2.054980065548893453e+00
9.370129528423414058e+02, 5.000000000000001421e+01, 8.153760262980731000e+01, 1.000000000000000000e+00, 2.078468802667460480e+00
9.387440525507304301e+02, 4.999999999999998579e+01, 8.291194147797149583e+01, 1.000000000000000000e+00, 2.108669892306667126e+00
9.411990783763690160e+02, 5.000000000000000000e+01, 8.429739311387851330e+01, 1.000000000000000000e+00, 2.147186580939769662e+00
9.445091597004059167e+02, 5.000000000000000711e+01, 8.560506836788579221e+01, 1.000000000000000000e+00, 2.195801539398611890e+00
9.487754656446658146e+02, 4.999999999999999289e+01, 8.681566042723218857e+01, 1.000000000000000000e+00, 2.256365187041080134e+00
9.540984483704881995e+02, 4.999999999999996447e+01, 8.791911573631780641e+01, 1.000000000000000000e+00, 2.330597123145757177e+00
9.605608217175863501e+02, 4.999999999999994316e+01, 8.887003532776989800e+01, 1.000000000000000000e+00, 2.419789530710377612e+00
9.681890906538671970e+02, 4.999999999999998579e+01, 8.960407059783463524e+01, 1.000000000000000000e+00, 2.524430639970880463e+00
9.769210222513768258e+02, 4.999999999999998579e+01, 9.005048671738479982e+01, 1.000000000000000000e+00, 2.643814085646168710e+00
9.865834489726398715e+02, 5.000000000000002842e+01, 9.013499046992208719e+01, 1.000000000000000000e+00, 2.775752366351804223e+00
9.968882274202654799e+02, 5.000000000000003553e+01, 8.978657112969929699e+01, 1.000000000000000000e+00, 2.916536863802474233e+00
1.007453224635491210e+03, 5.000000000000003553e+01, 8.895318928084681431e+01, 1.000000000000000000e+00, 3.061245031465967159e+00
1.017840980979277901e+03, 5.000000000000001421e+01, 8.755235710112738445e+01, 1.000000000000000000e+00, 3.204378524100839343e+00
1.027626156497808552e+03, 4.999999999999997868e+01, 8.558447629296264836e+01, 1.000000000000000000e+00, 3.340672830820342831e+00
1.036509594380610224e+03, 4.999999999999997868e+01, 8.332336764483794411e+01, 1.000000000000000000e+00, 3.465836194920809632e+00
1.044334119711645599e+03, 4.999999999999998579e+01, 8.107014136229064150e+01, 1.000000000000000000e+00, 3.577010352802138637e+00
1.051046833295132274e+03, 4.999999999999997158e+01, 7.901172920770430608e+01, 1.000000000000000000e+00, 3.672873446999243452e+00
1.056673589570035801e+03, 5.000000000000002132e+01, 7.723330756087821669e+01, 1.000000000000000000e+00, 3.753443047889673423e+00
1.061296082720909908e+03, 4.999999999999995026e+01, 7.575277878547997545e+01, 1.000000000000000000e+00, 3.819713422797190727e+00
1.065029533786940192e+03, 5.000000000000007105e+01, 7.455135443414215501e+01, 1.000000000000000000e+00, 3.873261592208037563e+00
1.068002912561175435e+03, 4.999999999999999289e+01, 7.359371296425000253e+01, 1.000000000000000000e+00, 3.915911571308610561e+00
1.070344362203271885e+03, 4.999999999999998579e+01, 7.284045668385908812e+01, 1.000000000000000000e+00, 3.949493601723398140e+00
1.072171978770204532e+03, 4.999999999999997158e+01, 7.225415177893953000e+01, 1.000000000000000000e+00, 3.975697405277181851e+00
1.073524437397468546e+03, 5.000000000000000000e+01, 7.164291541439953903e+01, 1.000000000000000000e+00, 4.000000000000000000e+00
1.071689128452933801e+03, 8.158785285078363358e+01, 7.349875913440968134e+01, 1.250000000000000000e+00, 0.000000000000000000e+00
1.070288602390831102e+03, 8.158595305563497391e+01, 7.356646311412580985e+01, 1.250000000000000000e+00, 2.430259472281824998e-02
1.068484331932034365e+03, 8.158181974415637683e+01, 7.372333972385082745e+01, 1.250000000000000000e+00, 5.050639827660199921e-02
1.066165073060328723e+03, 8.157907584780710408e+01, 7.381884115715656947e+01, 1.250000000000000000e+00, 8.408842869138971610e-02
1.063217159030044286e+03, 8.157776713169380400e+01, 7.385020072034376426e+01, 1.250000000000000000e+00, 1.267384077919622709e-01
1.059516204401353662e+03, 8.157844313489546550e+01, 7.379375442270108465e+01, 1.250000000000000000e+00, 1.802865772028094671e-01
1.054940620014073602e+03, 8.158278783723034167e+01, 7.357898749710281550e+01, 1.250000000000000000e+00, 2.465569521103265771e-01
1.049396509692262498e+03, 8.159444550113596506e+01, 7.305460445660295932e+01, 1.250000000000000000e+00, 3.271265530007564371e-01
1.042826285871137770e+03, 8.161403422677311426e+01, 7.219462320513187592e+01, 1.250000000000000000e+00, 4.229896471978613626e-01
1.035225835879075476e+03, 8.164009165711708249e+01, 7.105943307670055731e+01, 1.250000000000000000e+00, 5.341638050791903680e-01
1.026675153557927160e+03, 8.167041508920608806e+01, 6.974066072431239149e+01, 1.250000000000000000e+00, 6.593271691796573908e-01
1.017337915217151021e+03, 8.169894687808957201e+01, 6.848985435695125545e+01, 1.250000000000000000e+00, 7.956214758991604352e-01
1.007476390453809586e+03, 8.171604703365952105e+01, 6.770733559049268990e+01, 1.250000000000000000e+00, 9.387549685340326189e-01
9.974777862883917123e+02, 8.172058828910186890e+01, 6.744266372982163205e+01, 1.250000000000000000e+00, 1.083463136197525767e+00
9.877471303392616164e+02, 8.171621973495734892e+01, 6.754818796192400043e+01, 1.250000000000000000e+00, 1.224247633648195999e+00
9.786350506476690043e+02, 8.170542956868872864e+01, 6.792380359785965993e+01, 1.250000000000000000e+00, 1.356185914353831290e+00
9.704043367074098114e+02, 8.168957382851733939e+01, 6.851550721676521505e+01, 1.250000000000000000e+00, 1.475569360029119759e+00
9.632119913276096668e+02, 8.166972692953623891e+01, 6.928011630170050239e+01, 1.250000000000000000e+00, 1.580210469289622388e+00
9.571095668506767424e+02, 8.164738799700353411e+01, 7.015608786307727485e+01, 1.250000000000000000e+00, 1.669402876854242823e+00
9.520615480540300268e+02, 8.162421400873125776e+01, 7.107468598206517640e+01, 1.250000000000000000e+00, 1.743634812958920088e+00
9.479782885456380654e+02, 8.160114021059008849e+01, 7.199657786605635579e+01, 1.250000000000000000e+00, 1.804198460601388332e+00
9.447452041013464168e+02, 8.157839878909929610e+01, 7.291128727467260262e+01, 1.250000000000000000e+00, 1.852813419060230116e+00
9.422408364250155728e+02, 8.155610345467304967e+01, 7.381318014686004858e+01, 1.250000000000000000e+00, 1.891330107693332874e+00
9.403381669744047713e+02, 8.153497997645683881e+01, 7.467129080805092656e+01, 1.250000000000000000e+00, 1.921531197332539298e+00
9.389335952153187463e+02, 8.151502604224410220e+01, 7.548491656092105018e+01, 1.250000000000000000e+00, 1.945019934451106325e+00
9.380017921566666246e+02, 8.149464988335580529e+01, 7.631963024338514856e+01, 1.250000000000000000e+00, 1.963172735748708320e+00
9.375372815609811141e+02, 8.147417338865341208e+01, 7.716208999973910920e+01, 1.250000000000000000e+00, 1.977133154841416829e+00
9.373787622907910873e+02, 8.145669694906200675e+01, 7.788295243732609663e+01, 1.250000000000000000e+00, 1.987828994456042331e+00
9.373503759732532217e+02, 8.144304478220360011e+01, 7.844680792475010378e+01, 1.250000000000000000e+00, 2.000000000000000000e+00
9.373863898802630956e+02, 8.142906719291345041e+01, 7.902460526997101908e+01, 1.250000000000000000e+00, 2.012171005543957669e+00
9.375214459438459471e+02, 8.141105019099656204e+01, 7.977006439242984470e+01, 1.250000000000000000e+00, 2.022866845158583171e+00
9.378392554603215103e+02, 8.138844600953888175e+01, 8.070646267098514670e+01, 1.250000000000000000e+00, 2.036827264251291680e+00
9.384743703175869314e+02, 8.136153522042056352e+01, 8.182324426982290788e+01, 1.250000000000000000e+00, 2.054980065548893453e+00
9.395721284511381555e+02, 8.133150682654739683e+01, 8.307240230664004343e+01, 1.250000000000000000e+00, 2.078468802667460480e+00
